No.,Message,Source,Label,Emotion
9922,i am feeling ok,Twitter,1,joy
9923,i feel he hurts me simply because i argue with him and place him in a corner like a frightened animal,Twitter,4,fear
9924,i get feel relaxed and doing something that i enjoyed with it,Twitter,1,joy
9925,i feel impressed that i should share my thoughts on the choice that we have in this election,Twitter,5,surprise
9926,i have never been asked to be a god parent before so i feel so honoured and excited that my friend would ask me,Twitter,1,joy
9927,i know its for the best and for our good but i just cant help but feel irritated,Twitter,3,anger
9928,i took off my bra that evening my breasts were feeling rather tender,Twitter,2,love
9929,i use to feel depressed at moments in my teenage years and listen to songs such as immortal by evanescence or autumns monologue by from autumn to ashes and felt like pure shit afterwards with tears streaming down my face,Twitter,0,sadness
9930,im starting to feel a little bit lost in who i am and what i want to become,Twitter,0,sadness
9931,i rolled my eyes so many time sat that and yes it was mentioned more than enough times which disrupted the real feeling of the story and it was a given that theyll be a romantic pair,Twitter,2,love
9932,im feeling like a bit of an idiot for leaving such a lovely polish in my untried pile for so long,Twitter,2,love
9933,i feel like i can be much more productive now and even more so when i finally let go of everything i want to,Twitter,1,joy
9934,im feeling pumped and energetic about it and my rest getaway before hand just might give me a boost,Twitter,1,joy
9935,i also notice that some feel very offended by it and get very heated under the collar,Twitter,3,anger
9936,i would like to say it all feels fantastic and a lot of it does but at the same time a lot of it sucks,Twitter,1,joy
9937,i feel a kind of awkward,Twitter,0,sadness
9938,i feel really idiotic,Twitter,0,sadness
9939,i feel free again,Twitter,1,joy
9940,i would slide over and let my engorged member lay against her beautiful hot skin then i would give the slightest push up against her and feel the tender flesh that soon would be as hot as mine,Twitter,2,love
9941,i may have laundry that needs to be folded piled on the couch but i always want people to feel welcomed,Twitter,1,joy
9942,i feel super duper tired,Twitter,1,joy
9943,im a little disconnected with my thoughts tonight but im just kind of recording this information for the sake of recording i have been feeling extremely insecure with my dancing since in la,Twitter,4,fear
9944,im feeling somewhat less frantic now,Twitter,4,fear
9945,i don t even remember what it feels like to be so self assured,Twitter,1,joy
9946,i was feeling unhappy about a piece of used clothing a stranger had sent to me when i purchased something from her,Twitter,0,sadness
9947,i didn t really like how perky and cheerful annie acted in season one because it made her feel like too much of a mary sue type character to me but i never hated her as much as some viewers did back then,Twitter,3,anger
9948,i was figuring out the best way to confess and planted a little bit of feeling that will be rejected as i have rejected her before,Twitter,0,sadness
9949,i mean for fuck sakes im sick and tired of the perpetual malevolence that i feel is returned on the behalf of others that should be appreciative of the lengths i feel i go towards them and others,Twitter,1,joy
9950,i mean usually i m not sarcastic in a way that hurts people s feelings but sometimes there s just people who don t appreciate my sarcastic sense of humor and they take offense when i definitely didn t mean to offend them,Twitter,3,anger
9951,i have felt a tremendous improvement i feel i have gained muscle and lost fat i fell good and happy,Twitter,0,sadness
9952,i feel but tragic for that smaller number that struggled to adapt to life outside a supported institution,Twitter,0,sadness
9953,i played it kind of coy and told em i feel fine now,Twitter,1,joy
9954,im so grateful that on the days i feel a bit rotten on the inside god sees me in a another way this came to mind the other day when i was opening up walnuts,Twitter,0,sadness
9955,i hate getting jealous makes me feel petty and insecure,Twitter,3,anger
9956,i discovered something wonderful that feeling of wonder and love and longing fulfilled,Twitter,2,love
9957,i go numb when im feeling particularly pained for someone else,Twitter,0,sadness
9958,i realized as long as i feel this way i will never stop and my life will continue in this vicious circle,Twitter,3,anger
9959,i just cant do real bacon without feeling guilty,Twitter,0,sadness
9960,i feel like this is fine but for somewhere else you might want a more polished look,Twitter,1,joy
9961,i feel incredibly privileged to have lasted in this business for as long as i have,Twitter,1,joy
9962,i feel like things are resolved,Twitter,1,joy
9963,i don t care if you re a player or coach the c word comes out it s a devastation you feel she was a terrific player,Twitter,1,joy
9964,i would love to happy about my time and performance but my feelings are bitter sweet,Twitter,3,anger
9965,i say its a very very very tough thing to take when a victim me feels that her efforts such as they were have all possibly been in vain and fallen to the wayside,Twitter,0,sadness
9966,i feel so unloved without you next to me it feels like electricity,Twitter,0,sadness
9967,i feel truly horrible about my absence,Twitter,0,sadness
9968,i feel too insecure about everything,Twitter,4,fear
9969,i see a year old now and to ask her to take her clothes off would feel really weird,Twitter,5,surprise
9970,i know how jolene feels when she complains about her bod aching,Twitter,0,sadness
9971,i year which is finally coming to a close i cant help feeling very hostile,Twitter,3,anger
9972,i set aside millers studies and theory i can use my own observation of infants and though limited of course i can say with confidence that i have never met a baby who i did not feel was innocent,Twitter,1,joy
9973,i feel guilty about,Twitter,0,sadness
9974,i mean simple things are starting to get blown out of context and i feel like we are slowly going back to that place that i hated,Twitter,0,sadness
9975,i am still alive and my liver doesnt feel too damaged,Twitter,0,sadness
9976,i am feeling i invite you to join me in trusting that your work has been done and if you feel moved to sit back and sip some tea with me and we ll allow the juiciness of to wash over us,Twitter,1,joy
9977,i literally feel worthless,Twitter,0,sadness
9978,i say no i feel guilty vol,Twitter,0,sadness
9979,i possibly smelled smoke but i m also known to make things up and somehow believe myself when i am feeling especially paranoid,Twitter,4,fear
9980,i just see one example or even a few i feel that i am still consciously or subconsciously reluctant to use that word or phrase,Twitter,4,fear
9981,i feel more comfortable wearing boots and warmer clothes,Twitter,1,joy
9982,i possibly can i feel as though i ve been terribly neglectful of the blog lately and vow to set things right this week,Twitter,0,sadness
9983,i feel burdened by these feminine features,Twitter,0,sadness
9984,i viewed all that stuff at the bottom and deciding i was going to come back when i am feeling bitchy just so i could list that as my mood i felt like an ice cream sandwich,Twitter,3,anger
9985,i feel strange when i get noticed by a white dude,Twitter,5,surprise
9986,i feel reassured with these results following all the problems this year with the other mutually owned bank co operative less said the better,Twitter,1,joy
9987,im not feeling particularly intelligent enough to come up with some kind of metaphor,Twitter,1,joy
9988,i hate awful parents still and i have an overwhelming feeling of discontent and loathing for live journals still,Twitter,0,sadness
9989,i feel so hyper yet mellow at the same time,Twitter,1,joy
9990,i feel nervous and fearful,Twitter,4,fear
9991,i will feel shy,Twitter,4,fear
9992,i feel totally rejected,Twitter,0,sadness
9993,i always tell people that the first time is the worst because of feeling anxious and because its an area you ve never waxed before but its never as bad as you expect it to be,Twitter,4,fear
9994,i vill fetch drinks he said leaving hermione in the centre of the room feeling a little dazed and more than a little guilty,Twitter,5,surprise
9995,im feeling very lethargic at the moment i think i may have gained even more weight since last i was here i know i know and now that our parents are out of the country and we are left with no money to amuse ourselves with i mostly sleep sleep and sleep,Twitter,0,sadness
9996,i am afraid and feeling awkward and at times even a little depressed,Twitter,0,sadness
9997,i was at my lowest weight a weight that left me feeling cold even in the heat of summer and having very low energy even for daily activities,Twitter,3,anger
9998,i feel that you should be in my life i am still doubtful,Twitter,4,fear
9999,i had coffee with a writer friend a couple of weeks ago a friend who is working on a cookbook and she confided that she was feeling a little envious of the process that lies ahead of me with my next book,Twitter,3,anger
10000,i came down with a high fever last wednesday which lasted for a few days and i was feeling pretty miserable,Twitter,0,sadness
10001,oh my gosh,Facebook,0,anxiety
10002,"trouble sleeping, confused mind, restless heart. All out of tune",Facebook,0,anxiety
10003,"All wrong, back off dear, forward doubt. Stay in a restless and restless place",Facebook,0,anxiety
10004,I've shifted my focus to something else but I'm still worried,Facebook,0,anxiety
10005,"I'm restless and restless, it's been a month now, boy. What do you mean?",Facebook,0,anxiety
10006,"every break, you must be nervous, like something is wrong, but what the heck",Facebook,0,anxiety
10007,"I feel scared, anxious, what can I do? And may my family or us be protected :)",Facebook,0,anxiety
10008,Have you ever felt nervous but didn't know why?,Facebook,0,anxiety
10009,"I haven't slept well for 2 days, it's like I'm restless. why huh :([].",Facebook,0,anxiety
10010,"I'm really worried, I want to cry.",Facebook,0,anxiety
10011,"always restless every night, even though I don't know why, what's wrong. strange.",Facebook,0,anxiety
10012,"I'm confused, I'm not feeling good lately. Every time I want to sleep, I always feel restless",Facebook,0,anxiety
10013,"sometimes what is needed when there is a problem is to laugh until you forget that there is a problem, when you remember it, you feel restless like that well, it turns out that I still have a sad burden blah blah blah",Facebook,0,anxiety
10014,Because this worry is you.,Facebook,0,anxiety
10015,Sometimes it's your own thoughts that make you anxious and afraid to close your eyes until you don't sleep,Facebook,0,anxiety
10016,"Every time I wake up, I'm definitely nervous and excited, until when are you going to try ™‚",Facebook,0,anxiety
10017,"I can only hope, even though I'm worried if it starts like this....",Facebook,0,anxiety
10018,"restive = restless, restless",Facebook,0,anxiety
10019,"""No regrets or grudges/angry at things that have passed, and not worrying too much about the future, that's true serenity.""",Facebook,0,anxiety
10020,"If the guy is sick, the girl actually feels sick indirectly. He must be feeling restless and restless. :')",Facebook,0,anxiety
10021,"I've been the most anxious person before I became the most sincere person, I've also been the most worried person before it all ended",Facebook,0,anxiety
10022,Successfully online at 9am. Even sleeping in a state of restlessness what is wrong with me,Facebook,0,anxiety
10023,Can't sleep. Just restless by nature,Facebook,0,anxiety
10024,Already worried about picking up the phone,Facebook,0,anxiety
10025,a little restless. a little restless. always feel guilty. sorry if i can't be the best as i've been :',Facebook,0,anxiety
10026,I've been so restless since this morning,Facebook,0,anxiety
10027,it makes you feel restless,Facebook,0,anxiety
10028,Sleepy but restless when you sleep,Facebook,0,anxiety
10029,Why is this cave... I'm already in a bad mood and then my heart seems to be beating really fast... I'm really nervous. Is there something wrong???,Facebook,0,anxiety
10030,"He is very busy, He is restless, geez, what's going on?",Facebook,0,anxiety
10031,"I'm broken and fragile, I'm hurt, I can't stand the anxiety anymore, I can't stand the love. Until now I was ignored, not seen, even left far away. I'm not like what he wants, so I'll just step back.",Facebook,0,anxiety
10032,"# Suggest a song that makes you calm, don't know why suddenly this feeling of anger / restlessness appears. Thanks!",Facebook,0,anxiety
10033,Terooosss nervous huuuu,Facebook,0,anxiety
10034,why today's heart doesn't feel good..jealous?.anxious?.disappointed?.feeling failed?,Facebook,0,anxiety
10035,It's a habit from elementary school if I think about something I'll get worried I can't sleep,Facebook,0,anxiety
10036,"Since yesterday yesterday, I have not been in the mood, very sensitive, feeling restless, always surprised and many surprises every day that almost make my brain explode, everyone is the target of ups and downs in mood. But today I feel very grateful that this lecture drama is over.",Facebook,0,anxiety
10037,"Tonight he continues to chatter about money, I'm so confused what to do. Once he said don't worry about money, but he kept blabbering about money.",Facebook,0,anxiety
10038,Feeling so restless lately.,Facebook,0,anxiety
10039,Oh god I'm restless,Facebook,0,anxiety
10040,but my heart is still restless even though my mouth is talking,Facebook,0,anxiety
10041,"waiting for uncertainty, please be anxious",Facebook,0,anxiety
10042,"been the most anxious person, before becoming the most sincere person",Facebook,0,anxiety
10043,"Did you ever read it when you read it to RL, I mean the atmosphere, the taste. It's because I'm like this. when I read au, the topic was about mental illness ™ my days became restless....and now I'm scared.",Facebook,0,anxiety
10044,"Hi, I want to tell you... Lately I've been feeling restless, have trouble sleeping, I searched on google it says it's a mild symptom of depression, I used to tell my mom a psychologist friend ""don't think too much, it's not important you get depressed easily"" then I frequent irregular breathing.",Facebook,0,anxiety
10045,"I've been feeling restless for the past few days, now I'm nauseous, like someone...",Facebook,0,anxiety
10046,"Oh no I'm restless. The time will come. I walk with Jesus. Then my heart is calm.. Every time I sing a song I don't know, tomorrow in this section I always want to cry . Because I sing it but I don't do it . Sorry God I worry too much ?",Facebook,0,anxiety
10047,Controlling anxiety is not as easy as it sounds.,Facebook,0,anxiety
10048,"Since the pandemic, I haven't opened my laptop for a day, I feel restless, I have a very heavy life load",Facebook,0,anxiety
10049,People who are restless and afraid can be seen from the frequent touching of the face and ringing the fingers.,Facebook,0,anxiety
10050,"I don't know if my mind breaks down, but I don't want to think about it :( , why do I feel restless?",Facebook,0,anxiety
10051,Sensitive feelings make the heart restless.,Facebook,0,anxiety
10052,"Let's not be nervous, how about ™‚",Facebook,0,anxiety
10053,"after being confessed, I'm really nervous",Facebook,0,anxiety
10054,Restless.. and.. restless..,Facebook,0,anxiety
10055,"This is the first time I've had an anxiety disorder in my sleep, and it wasn't really good. Even though I'm not thinking about anything, but I'm restless",Facebook,0,anxiety
10056,It's been a week I feel restless and my head feels full I want to rest while I sleep,Facebook,0,anxiety
10057,why am i nervous,Facebook,0,anxiety
10058,"Anxious, all afraid, afraid of war, afraid of economic crisis, afraid of air pollution, disease outbreaks, clean water, etc. When are you happy?",Facebook,0,anxiety
10059,oh my god why are you so nervous,Facebook,0,anxiety
10060,feelings of restlessness have started to appear ±,Facebook,0,anxiety
10061,Very restless bgsd,Facebook,0,anxiety
10062,"The days are full of restlessness, with income that doesn't know the direction..Hopefully we can always get what we need and be given the advantage for a desire...5 - 5 - 21",Facebook,0,anxiety
10063,1 hour wake up 1 hour wake up ngde the restless is here kle cak after polishing dwg,Facebook,0,anxiety
10064,"Lately everything has been all of a sudden, suddenly happy, suddenly sad, suddenly anxious, suddenly relaxed, suddenly excited, suddenly lethargic, etc. I really don't like everything that is impromptu, yes, but what can I do? Ha ha ha",Facebook,0,anxiety
10065,"I'm so sorry, but can you give me words of encouragement or not? I'm really worried that I can't make my kids happy.",Facebook,0,anxiety
10066,"I don't like worrying, I don't like wehhh!",Facebook,0,anxiety
10067,"Behind your online, there is a heart that is anxiously waiting to hear from you",Facebook,0,anxiety
10068,nervous restless peramoy,Facebook,0,anxiety
10069,I'm nervous I don't know why. I don't feel calm,Facebook,0,anxiety
10070,"Sometimes I can't even rest. Always worried, worried about this, even though I'm tired",Facebook,0,anxiety
10071,It feels uneasy.,Facebook,0,anxiety
10072,"I'm so restless, I don't know why",Facebook,0,anxiety
10073,"Day by day, that hope grows, the closer I feel, the more I expect from you, and sometimes I get anxious because of it. To the point that I became worried, worried that it would disturb my hopes. Especially disturbing km.",Facebook,0,anxiety
10074,"Urmi has a fever, I'm already sad and restless.. What's more, this little girl has a fever, ha ha ha",Facebook,0,anxiety
10075,"How many days have you been feeling restless at night and in the afternoon your mind is empty, why?",Facebook,0,anxiety
10076,"From now on, it's not really good, being restless is tired by nature",Facebook,0,anxiety
10077,"I haven't slept yet, and now my head hurts so bad. I'm sleepy, but I can't sleep, I've tried to brake but I'm restless",Facebook,0,anxiety
10078,Too anxious. Too worried. Too scared,Facebook,0,anxiety
10079,Restless and agitated.,Facebook,0,anxiety
10080,There will always be calm in the midst of restlessness,Facebook,0,anxiety
10081,"dismayed = disappointed, anxious",Facebook,0,anxiety
10082,This is why my heart is beating so fast. Very restless. But I don't know what I'm worried about. It's a great feeling.....,Facebook,0,anxiety
10083,"More restless. Hopefully those who are there are okay.... Oh Allah protect him..... Amen, robbal alamin",Facebook,0,anxiety
10084,"If my friends have replied to my tweet that has an opinion, I'm worried",Facebook,0,anxiety
10085,"I'm hungry, weak, lethargic, restless.",Facebook,0,anxiety
10086,Sudden restlessness. Why are you..,Facebook,0,anxiety
10087,"Sleeps 3 hours, rest restless. Try a variety of positions and ways never fall asleep. I really need to be able to control this mind.",Facebook,0,anxiety
10088,"STOP I'M GAMAU ANXIETY, GUNDAH GULANA AGAIN",Facebook,0,anxiety
10089,Anxious,Facebook,0,anxiety
10090,It's so restless work,Facebook,0,anxiety
10091,"Is there anyone who, when sick, can't sleep well, but sleeps restlessly?",Facebook,0,anxiety
10092,Please worry until you want to cry,Facebook,0,anxiety
10093,"Exam on Saturday. Saturday's Starting Presentation..On Going: CT.Place CSE Dept. .Assignments….AND UNTIL NOW CLEAR CATIA TRAINING 2 PRODUCTS HAHAHAHA.. awesome, still in sleep mode, but I'm nervous, haha",Facebook,0,anxiety
10094,"I'm nervous, when you come change anxiety and become anxious, I'm more worried. Tomorrow I will try to live without news from you again, quickly go away from my insincerity.",Facebook,0,anxiety
10095,"How worried am I? *asked my other self. Until it was sent, sustenance had a good friend. Moved",Facebook,0,anxiety
10096,Restless due to imagining too long and high until lazy to sleep.,Facebook,0,anxiety
10097,"It's like something's up, something's weird, but I don't know what, it feels so restless.",Facebook,0,anxiety
10098,"""No regrets or grudges/angry at things that have passed, and not worrying too much about the future, that's true serenity.""",Facebook,0,anxiety
10099,"For God's sake, I'm so tired of worrying.",Facebook,0,anxiety
10100,"For 3 years comfortable with this condition, anxiously wondering if a few days later everything will change? I don't know, another crisis of confidence",Facebook,0,anxiety
10101,Feeling a little anxious today.,Facebook,0,anxiety
10102,"Not regretting or holding grudges/angry at things that have passed, and not worrying too much about the future, that's true serenity",Facebook,0,anxiety
10103,"Please be anxious , it must continue like this.",Facebook,0,anxiety
10104,"Hmm, I don't know what to do, but I'm nervous",Facebook,0,anxiety
10105,Very restless can't sleep ™,Facebook,0,anxiety
10106,"I'm sad because I can't produce anything but I like to complain every day because I'm tired of taking care of children I see the body is getting bigger, yes I am getting more and more restless",Facebook,0,anxiety
10107,"Every time after sunset, why must this heart be restless as if it can't accept the situation. But with this situation, you can't do anything, if you do it, it can only make things worse",Facebook,0,anxiety
10108,Why are you restless and restless yo ”,Facebook,0,anxiety
10109,I'm so nervous about what to do,Facebook,0,anxiety
10110,"tbtb restless, tf is wrong with meh?",Facebook,0,anxiety
10111,"I swear I can't sleep...sleep anyway, but I don't sleep...so restless..",Facebook,0,anxiety
10112,"Why does it seem like tonight I'm restless, sad like I want to cry but I don't know what to be sad about",Facebook,0,anxiety
10113,why so nervous? what is certain is not because thr is without tukin. ..but it's all because of you,Facebook,0,anxiety
10114,The script is harmless. But continuing anxiety because the thesis is not finished can be dangerous for the heart.,Facebook,0,anxiety
10115,can't you not disturb people's lives? until I'm anxious and can't sleep,Facebook,0,anxiety
10116,"how do you keep it calm, original tbtb is excited and then you're sweaty or nervous """,Facebook,0,anxiety
10117,And again suddenly feeling nervous and anxious without knowing why :(.,Facebook,0,anxiety
10118,"I'm not feeling very good this morning, I'm really worried ”",Facebook,0,anxiety
10119,"If you are restless & restless, just complain to your RABB and read the Qur'an so that the heart becomes cool and reduce cynicism towards others #bowochallenge #iwartabowochallenge",Facebook,0,anxiety
10120,controlling excessive anxiety,Facebook,0,anxiety
10121,"When you hear the song, your heart becomes calm and when you hear the Koran, your heart becomes tense and restless.. it's a sign that your heart is hit by CORONA BLOOD.. you need to think about it.. because life is not a game.",Facebook,0,anxiety
10122,restless restlessness haunts self,Facebook,0,anxiety
10123,"The peak period of my stress has passed and I am only noisy now. After going out with my friends yesterday, that makes me feel kinda better. At first I was afraid and anxious to go out, yes, because anxiety is still active. But well I hope I'll gain some weight after this storm, bismillaah",Facebook,0,anxiety
10124,I'm most worried when my mom is sick.,Facebook,0,anxiety
10125,don't worry yet :),Facebook,0,anxiety
10126,"""Yesterday, I was worried half to death, now my wife is aware of being stiff again... how about that?""",Facebook,0,anxiety
10127,The last time I felt this nervous was on Wednesday. When he found out his mother died. I hope this isn't a sign anymore,Facebook,0,anxiety
10128,I don't know how many years it took me to jump in until I could feel the descent without worrying ²,Facebook,0,anxiety
10129,"I want to ask, have you ever been worried about the things you like? Even because you really like it, you feel like it's a part of your life. But every time you do or remember it you get worried. What do you think you should do? :(",Facebook,0,anxiety
10130,"However, every time I picket, I'm always nervous: ""Even though I'm just a picket, I'm really scared, I'm excited:""",Facebook,0,anxiety
10131,BY GOD I'M STILL WORRY.,Facebook,0,anxiety
10132,"time goes on..days go on..at the same time my heart is getting restless and hurt...oh Allah I know you are testing me with this patience, and you are testing me with everything that happens..forgive me who is starting to weaken and lose enthusiasm for keep fighting and survive...",Facebook,0,anxiety
10133,I want to exhale the restlessness in my chest with my breath,Facebook,0,anxiety
10134,Why every morning I want to sleep I'm restless,Facebook,0,anxiety
10135,"Anxious alone, sad alone, not having peace",Facebook,0,anxiety
10136,"What's wrong I'm worried, oh I hope it's okay",Facebook,0,anxiety
10137,"I really like this, I'm nervous about things I'm not sure about, I don't know why but I feel really nervous. WEIRD.",Facebook,0,anxiety
10138,"I'm so nervous, why?",Facebook,0,anxiety
10139,but my heart is still restless even though my mouth is talking,Facebook,0,anxiety
10140,Since then I was restless to the point of choking. What's wrong?,Facebook,0,anxiety
10141,"Starting to worry again if you have a lot of schedules, even though yesterday it was neatly arranged. How come biso missed ouch :')",Facebook,0,anxiety
10142,"Adf-my does anyone know why I am here? I've been feeling restless since yesterday, like worrying/worrying too much, suddenly feeling sad, just scared. But I also don't know why",Facebook,0,anxiety
10143,"Gegana, restless, speechless, I don't know what the cause is:""",Facebook,0,anxiety
10144,I'm lazy.. I'm so nervous,Facebook,0,anxiety
10145,Happy but also worried.,Facebook,0,anxiety
10146,It's anxious to worry,Facebook,0,anxiety
10147,"Honestly, I'm really nervous",Facebook,0,anxiety
10148,"Here from now on, my heart is restless",Facebook,0,anxiety
10149,"Later when you are tired of the new one, and then you look back and feel guilty for me, don't be a bit nervous. Trust me, I have forgiven you. Even though I will never accept you again.",Facebook,0,anxiety
10150,"I need adit not for stalking or for strange things because I myself have started to learn not to stalk just because I'm afraid that mental disorders will get worse even though I still feel anxious and afraid if I don't stalk, I can hold it so that Adit doesn't feel disturbed",Facebook,0,anxiety
10151,Keep restless astagfirullah,Facebook,0,anxiety
10152,"I'm excited but I don't know why, there's no reason, I'm nervous, I have a stomach ache but I'm scared, I know I'm tired, this is the third time today, hah â€” hah :)",Facebook,0,anxiety
10153,"Always worried about the future, even though today has not changed.",Facebook,0,anxiety
10154,"every time you worry, why is the disease running to your stomach?",Facebook,0,anxiety
10155,"If you're nervous looking for the best position before going to sleep, it feels like someone's watching you ™„",Facebook,0,anxiety
10156,Restless and agitated,Facebook,0,anxiety
10157,"In the evening, towards the morning. A little worried, a lot of longing",Facebook,0,anxiety
10158,"Some days, I don't think I'm doing well, so I feel like I'm really crying, scared, anxious, just sad. until I think of this when I cry, does my fast break or not?",Facebook,0,anxiety
10159,"It's been a few days when I sleep by default I'm afraid, restless, nervous, feel alone, sometimes my breath is really heavy.....why is that... like I'm afraid of being restless, oh my God",Facebook,0,anxiety
10160,"tired of overtingking, tired of worrying too much, tired of being tired",Facebook,0,anxiety
10161,aren't you worried? aren't you worried? don't you worry...,Facebook,0,anxiety
10162,"Instead of getting calmer, this heart is getting more restless",Facebook,0,anxiety
10163,can i tap the dm or not? I'm very nervous thinking,Facebook,0,anxiety
10164,Finally restless again uhh mmhhh ahh,Facebook,0,anxiety
10165,"No need to run, just walk one by one the stones that are being stepped on slowly and absorb it without feeling anxious and full of emotions",Facebook,0,anxiety
10166,"Lately I'm feeling scared & very anxious thinking about the day for tomorrow's work inspector . Honestly, I'm really scared because I'm not very close to friends, I'm afraid I can't, I'm afraid to disappoint, and if I suddenly remember I cry",Facebook,0,anxiety
10167,"This is why I can't sleep, I'm so restless...",Facebook,0,anxiety
10168,I want to exhale the restlessness in my chest with my breath,Facebook,0,anxiety
10169,Restless restlessness accompanies,Facebook,0,anxiety
10170,hlt! why do i like to be nervous tbtb keep worrying so much that i sweat,Facebook,0,anxiety
10171,"Not many people are sure of their prayers, not many people are faithful to wait with what is prayed for. Prayer is unique, there is hope and feeling, there is worry and anxiety, there is tears and happiness. But the end of the prayer will always be the best for humans.",Facebook,0,anxiety
10172,"I wonder why my heart beats like that sometimes for weeks, then it's back to normal for a few weeks, does anyone know why this isn't it? Or maybe I'm often anxious and stressed, okay?",Facebook,0,anxiety
10173,"I'm so nervous I swear, the views are getting slower",Facebook,0,anxiety
10174,Just woke up feeling restless and sore ™„,Facebook,0,anxiety
10175,I'm so worried 5 days of not coming home wey,Facebook,0,anxiety
10176,My life is chaos. There is no solution. Fear of the uncertain. Restless direction.,Facebook,0,anxiety
10177,UNDERSTANDING FEEL FEELING«,Facebook,0,anxiety
10178,I really can't be told to just listen to it for hours. Immediately anxious innate.,Facebook,0,anxiety
10179,I haven't given up… just a little restless.,Facebook,0,anxiety
10180,Actually I'm worried. The original looks really scared. I've come to play/bite my nails :(,Facebook,0,anxiety
10181,"If I'm honest, I've been nervous since that day even though I said it wasn't....",Facebook,0,anxiety
10182,"Lately, I've been feeling restless and restless. Haihh",Facebook,0,anxiety
10183,"I'm so nervous, why isn't it?",Facebook,0,anxiety
10184,"The default bat is restless, I don't know why",Facebook,0,anxiety
10185,you know you're restless,Facebook,0,anxiety
10186,"Restless,. Locked in all motion. Whipped in the brain noisy debate about decisions. Make friends with fear and risk",Facebook,0,anxiety
10187,"Wow, I'm getting restless, let's sleep",Facebook,0,anxiety
10188,"I swear I'm so nervous, why don't you",Facebook,0,anxiety
10189,"I was a little worried that the afternoon class would actually be able to reach the target. But God just gave a way, wednesday class was moved even though it was a quiz. At least later in the morning you can make out with data until iftar",Facebook,0,anxiety
10190,"–¤ When you're anxious or nervous, do you feel like your heart feels weird, doesn't it? Is it just me?",Facebook,0,anxiety
10191,"Come on, come on, let's go... 10 years could be passed before, it's not even a month yet, I'm already restless",Facebook,0,anxiety
10192,"Time is slow for those who wait, too long for those who are restless, and too short for those who are happy",Facebook,0,anxiety
10193,"Restless, restless, become one. Can't agree. Can't even sleep",Facebook,0,anxiety
10194,"May May be accompanied by good news. The injured, get well soon. Sorrow turns to love. Quieter anxiety. And prayers that are more patient...#senjamu",Facebook,0,anxiety
10195,"Since then, the chicken cake has been restless and wants to lay eggs.",Facebook,0,anxiety
10196,Do not compare yourself to others. Envy only makes restless soul. Be yourself.,Facebook,0,anxiety
10197,"The 5 dream ones were moved to a new unit, so why isn't the Anjrit so worried?",Facebook,0,anxiety
10198,"finished for the heart's intention to watch the series, I even thought about it. I'm worried",Facebook,0,anxiety
10199,"""No regrets or grudges/angry at things that have passed, and don't put too much anxiety over the record period #COYS",Facebook,0,anxiety
10200,"Usually, if you're restless for a long time, surely after that something will happen or not",Facebook,0,anxiety
10201,"Have you ever thought of something and then immediately forgot it then thought you were thinking about this bastard, I don't remember it, so I was restless",Facebook,0,anxiety
10202,"Dialogue in the morning.. to yourself, restless and restless accompanying it, hoping someone will understand-",Facebook,0,anxiety
10203,I'm the only one who's nervous.,Facebook,0,anxiety
10204,I'm starting to worry,Facebook,0,anxiety
10205,"In my father's family, everyone is smart, I'm sure the expectations for me are also high it makes me very anxious to think about this huhu",Facebook,0,anxiety
10206,"Already complete. Disappointed with a broken heart. Produces a sense of restlessness. I don't know, hopefully all of this ends beautifully",Facebook,0,anxiety
10207,"when your bipolar relapse welcome shortness of breath, tremors, anxiety, fear, selfharm etc",Facebook,0,anxiety
10208,"How come lately I'm not feeling well, like mellow, not calm, restless",Facebook,0,anxiety
10209,"When you think about it and don't finish it, it feels really restless",Facebook,0,anxiety
10210,I'm worried.. I'm in a bad mood.. but excited to see law school..,Facebook,0,anxiety
10211,"Yes, what will happen later :'), I'm worried that I can control my emotions",Facebook,0,anxiety
10212,"I'm really nervous about choosing between boring or chilling, PLEASE",Facebook,0,anxiety
10213,"oh my god why have you been a week, you're so nervous, it's really bad aaa",Facebook,0,anxiety
10214,"people seem calm, happy like there's no problem because only one smile we throw out but sad, restless and anxious millions of which we keep to ourselves, only we know.",Facebook,0,anxiety
10215,"In the past, if you knew there were people who didn't like me, you would immediately be worried, sad, find out why someone didn't like you.",Facebook,0,anxiety
10216,"Fearful. Often experiences feelings of extreme worry, sadness, or anxiety.",Facebook,0,anxiety
10217,"crazy, why are you nervous? *plays yo-yo*",Facebook,0,anxiety
10218,"a lot of work tomorrow a suddenly meeting, stomach acid rises, dizziness, can't sleep, restless. what should i do",Facebook,0,anxiety
10219,"Unsettled !! That's when there is a test. But face it and get over it. It's been like that since the school days, the present can't be done like that. It could be",Facebook,0,anxiety
10220,"Panic, don't know what to panic about. Restless alone, think too",Facebook,0,anxiety
10221,"I can't stop, my nutmeg pops up eyes that I have to look at when I'm anxious",Facebook,0,anxiety
10222,"I'm really scared, nervous every day…",Facebook,0,anxiety
10223,how do you stay calm so nervous after reading this.,Facebook,0,anxiety
10224,"Strange. I don't have work today and I have a bit of free time so I can read shrill novels but... it feels weird. I've been nervous about checking the google calendar just in case if I read it wrong. But it's still weird, how about this, like you should be looking for a job to get rid of this feeling.",Facebook,0,anxiety
10225,Is there something that makes me nervous,Facebook,0,anxiety
