Clip Number,Clip Name,Response Level,Displayed Emotion,,,,,,,,,
7398,1091_TAI_ANG_XX,26,A,,,,,,,,,
4161,1051_WSI_ANG_XX,64,A,,,,,,,,,
6651,1082_IWW_NEU_XX,72,N,,,,,,,,,
3663,1045_TSI_ANG_XX,64,A,,,,,,,,,
2418,1030_DFA_NEU_XX,52,N,,,,,,,,,
5655,1070_IEO_DIS_HI,85,D,,,,,,,,,
1671,1021_IWL_ANG_XX,61,A,,,,,,,,,
4410,1055_IEO_NEU_XX,83,N,,,,,,,,,
4908,1061_IEO_SAD_HI,53,S,,,,,,,,,
1920,1024_ITH_NEU_XX,25,N,,,,,,,,,
5406,1067_IEO_FEA_HI,81,F,,,,,,,,,
2169,1027_ITH_ANG_XX,77,A,,,,,,,,,
177,1003_IEO_DIS_LO,82,D,,,,,,,,,
4659,1058_IEO_HAP_HI,86,H,,,,,,,,,
3912,1048_WSI_NEU_XX,79,N,,,,,,,,,
924,1012_TAI_NEU_XX,77,N,,,,,,,,,
3414,1042_TSI_NEU_XX,37,N,,,,,,,,,
6153,1076_TIE_DIS_XX,76,D,,,,,,,,,
5904,1073_TIE_SAD_XX,72,S,,,,,,,,,
426,1006_TIE_NEU_XX,93,N,,,,,,,,,
5157,1064_IEO_ANG_HI,95,A,,,,,,,,,
2916,1036_ITS_NEU_XX,60,N,,,,,,,,,
6402,1079_IOM_ANG_XX,37,A,,,,,,,,,
2667,1033_DFA_ANG_XX,63,A,,,,,,,,,
1173,1015_TAI_ANG_XX,53,A,,,,,,,,,
675,1009_IOM_ANG_XX,74,A,,,,,,,,,
6900,1085_IWW_ANG_XX,79,A,,,,,,,,,
3691,1046_TIE_ANG_XX,63,A,,,,,,,,,
2197,1028_IEO_HAP_LO,56,H,,,,,,,,,
454,1006_MTI_FEA_XX,73,F,,,,,,,,,
7426,1091_ITS_HAP_XX,59,H,,,,,,,,,
952,1012_DFA_FEA_XX,73,F,,,,,,,,,
2446,1031_IEO_SAD_LO,85,S,,,,,,,,,
1450,1018_ITS_FEA_XX,75,F,,,,,,,,,
1699,1021_WSI_HAP_XX,37,H,,,,,,,,,
4189,1052_IOM_ANG_XX,76,A,,,,,,,,,
1948,1024_WSI_FEA_XX,35,F,,,,,,,,,
205,1003_MTI_HAP_XX,50,H,,,,,,,,,
1201,1015_ITS_HAP_XX,22,H,,,,,,,,,
6430,1079_ITH_HAP_XX,63,H,,,,,,,,,
2944,1037_IEO_FEA_LO,36,F,,,,,,,,,
2695,1034_IEO_ANG_LO,45,A,,,,,,,,,
5185,1064_TAI_ANG_XX,81,A,,,,,,,,,
703,1009_DFA_HAP_XX,64,H,,,,,,,,,
6181,1076_IWL_ANG_XX,70,A,,,,,,,,,
3442,1043_TIE_NEU_XX,83,N,,,,,,,,,
3940,1049_IOM_NEU_XX,78,N,,,,,,,,,
3193,1040_IEO_DIS_LO,40,D,,,,,,,,,
5434,1067_MTI_NEU_XX,77,N,,,,,,,,,
6928,1085_DFA_HAP_XX,62,H,,,,,,,,,
5932,1073_IWL_NEU_XX,78,N,,,,,,,,,
4687,1058_IWW_ANG_XX,71,A,,,,,,,,,
4936,1061_TAI_NEU_XX,87,N,,,,,,,,,
7177,1088_DFA_FEA_XX,74,F,,,,,,,,,
6679,1082_ITH_FEA_XX,47,F,,,,,,,,,
4438,1055_IWW_NEU_XX,90,N,,,,,,,,,
5683,1070_MTI_ANG_XX,69,A,,,,,,,,,
2940,1037_IEO_SAD_HI,77,S,,,,,,,,,
7422,1091_DFA_ANG_XX,33,A,,,,,,,,,
2442,1031_IEO_NEU_XX,100,N,,,,,,,,,
3189,1040_IEO_ANG_HI,83,A,,,,,,,,,
4185,1052_TIE_DIS_XX,42,D,,,,,,,,,
1695,1021_TSI_ANG_XX,56,A,,,,,,,,,
2691,1034_IEO_HAP_HI,47,H,,,,,,,,,
7173,1088_DFA_NEU_XX,85,N,,,,,,,,,
1446,1018_ITS_NEU_XX,37,N,,,,,,,,,
5181,1064_IWW_DIS_XX,17,D,,,,,,,,,
2193,1027_WSI_ANG_XX,74,A,,,,,,,,,
1944,1024_WSI_NEU_XX,35,N,,,,,,,,,
4434,1055_IOM_SAD_XX,79,S,,,,,,,,,
3687,1046_IEO_DIS_HI,29,D,,,,,,,,,
948,1012_DFA_NEU_XX,28,N,,,,,,,,,
5928,1073_MTI_SAD_XX,25,S,,,,,,,,,
5679,1070_TAI_DIS_XX,49,D,,,,,,,,,
6177,1076_MTI_DIS_XX,47,D,,,,,,,,,
6924,1085_ITH_ANG_XX,31,A,,,,,,,,,
1197,1015_DFA_ANG_XX,35,A,,,,,,,,,
4932,1061_IWW_SAD_XX,93,S,,,,,,,,,
229,1003_ITS_HAP_XX,43,H,,,,,,,,,
6675,1082_ITH_NEU_XX,38,N,,,,,,,,,
450,1006_MTI_NEU_XX,14,N,,,,,,,,,
3936,1049_TIE_SAD_XX,79,S,,,,,,,,,
4683,1058_IOM_DIS_XX,42,D,,,,,,,,,
699,1009_ITH_ANG_XX,81,A,,,,,,,,,
3438,1043_IEO_FEA_HI,77,F,,,,,,,,,
6426,1079_IWL_ANG_XX,79,A,,,,,,,,,
5430,1067_TAI_SAD_XX,65,S,,,,,,,,,
8,1001_IEO_ANG_LO,53,A,,,,,,,,,
478,1006_ITS_FEA_XX,48,F,,,,,,,,,
2470,1031_IWW_NEU_XX,74,N,,,,,,,,,
3217,1040_TAI_ANG_XX,56,A,,,,,,,,,
2719,1034_IWW_ANG_XX,37,A,,,,,,,,,
1723,1022_TIE_ANG_XX,78,A,,,,,,,,,
4213,1052_IWL_ANG_XX,74,A,,,,,,,,,
4711,1058_ITH_ANG_XX,63,A,,,,,,,,,
6454,1079_WSI_HAP_XX,60,H,,,,,,,,,
4960,1061_DFA_NEU_XX,33,N,,,,,,,,,
2968,1037_TAI_NEU_XX,48,N,,,,,,,,,
5707,1070_ITS_ANG_XX,29,A,,,,,,,,,
1474,1019_IEO_FEA_LO,53,F,,,,,,,,,
2221,1028_IOM_ANG_XX,75,A,,,,,,,,,
1225,1016_IEO_ANG_LO,63,A,,,,,,,,,
257,1004_IEO_FEA_MD,81,F,,,,,,,,,
5956,1073_TSI_NEU_XX,40,N,,,,,,,,,
7201,1089_IEO_SAD_LO,45,S,,,,,,,,,
4462,1055_ITH_NEU_XX,58,N,,,,,,,,,
976,1013_IEO_SAD_LO,55,S,,,,,,,,,
6952,1086_IEO_HAP_LO,75,H,,,,,,,,,
3964,1049_IWL_NEU_XX,54,N,,,,,,,,,
3715,1046_MTI_ANG_XX,41,A,,,,,,,,,
5458,1067_ITS_NEU_XX,43,N,,,,,,,,,
1972,1025_IOM_NEU_XX,35,N,,,,,,,,,
6703,1082_WSI_FEA_XX,58,F,,,,,,,,,
727,1010_IEO_HAP_LO,61,H,,,,,,,,,
6205,1076_TSI_FEA_XX,68,F,,,,,,,,,
5209,1064_DFA_ANG_XX,69,A,,,,,,,,,
3466,1043_MTI_NEU_XX,24,N,,,,,,,,,
1253,1016_TAI_HAP_XX,61,H,,,,,,,,,
6482,1080_IOM_HAP_XX,78,H,,,,,,,,,
4241,1052_WSI_HAP_XX,91,H,,,,,,,,,
6980,1086_IWW_HAP_XX,78,H,,,,,,,,,
2498,1031_ITH_FEA_XX,64,F,,,,,,,,,
2249,1028_ITH_HAP_XX,67,H,,,,,,,,,
5984,1074_TIE_NEU_XX,100,N,,,,,,,,,
3245,1040_ITS_HAP_XX,69,H,,,,,,,,,
285,1004_TAI_DIS_XX,99,D,,,,,,,,,
3743,1046_TSI_HAP_XX,58,H,,,,,,,,,
7229,1089_IWW_FEA_XX,71,F,,,,,,,,,
2000,1025_IWL_FEA_XX,58,F,,,,,,,,,
4490,1055_WSI_FEA_XX,67,F,,,,,,,,,
506,1007_IEO_DIS_MD,74,D,,,,,,,,,
5237,1065_IEO_ANG_LO,100,A,,,,,,,,,
755,1010_IWW_HAP_XX,72,H,,,,,,,,,
1751,1022_IWL_HAP_XX,73,H,,,,,,,,,
2747,1034_DFA_HAP_XX,61,H,,,,,,,,,
5735,1071_IEO_DIS_LO,64,D,,,,,,,,,
2996,1037_DFA_FEA_XX,64,F,,,,,,,,,
1502,1019_TAI_FEA_XX,76,F,,,,,,,,,
4988,1062_IEO_SAD_LO,75,S,,,,,,,,,
3494,1043_ITS_FEA_XX,71,F,,,,,,,,,
6233,1077_TIE_FEA_XX,46,F,,,,,,,,,
5486,1068_IEO_FEA_LO,60,F,,,,,,,,,
36,1001_TAI_HAP_XX,52,H,,,,,,,,,
4739,1059_IEO_HAP_LO,25,H,,,,,,,,,
1004,1013_IWW_FEA_XX,81,F,,,,,,,,,
6731,1083_IOM_FEA_XX,78,F,,,,,,,,,
3992,1049_TSI_FEA_XX,81,F,,,,,,,,,
495,1007_IEO_HAP_HI,14,H,,,,,,,,,
1989,1025_TAI_DIS_XX,32,D,,,,,,,,,
2985,1037_IWL_DIS_XX,97,D,,,,,,,,,
1242,1016_IOM_SAD_XX,88,S,,,,,,,,,
3732,1046_DFA_SAD_XX,68,S,,,,,,,,,
744,1010_TIE_SAD_XX,29,S,,,,,,,,,
3234,1040_ITH_SAD_XX,26,S,,,,,,,,,
2487,1031_MTI_DIS_XX,18,D,,,,,,,,,
3981,1049_DFA_DIS_XX,58,D,,,,,,,,,
2736,1034_IWL_SAD_XX,100,S,,,,,,,,,
4977,1061_TSI_DIS_XX,98,D,,,,,,,,,
5973,1074_IEO_SAD_MD,71,S,,,,,,,,,
6969,1086_TIE_SAD_XX,82,S,,,,,,,,,
7218,1089_TIE_DIS_XX,91,D,,,,,,,,,
3483,1043_ITH_DIS_XX,81,D,,,,,,,,,
1491,1019_IOM_DIS_XX,89,D,,,,,,,,,
6222,1077_IEO_ANG_HI,99,A,,,,,,,,,
4230,1052_ITS_SAD_XX,98,S,,,,,,,,,
5226,1064_WSI_SAD_XX,98,S,,,,,,,,,
25,1001_IOM_SAD_XX,70,S,,,,,,,,,
5475,1067_WSI_DIS_XX,80,D,,,,,,,,,
6720,1083_IEO_DIS_HI,77,D,,,,,,,,,
4479,1055_ITS_DIS_XX,97,D,,,,,,,,,
1740,1022_TAI_SAD_XX,33,S,,,,,,,,,
5724,1071_IEO_HAP_MD,97,H,,,,,,,,,
993,1013_TIE_DIS_XX,29,D,,,,,,,,,
6471,1080_IEO_FEA_HI,98,F,,,,,,,,,
246,1004_IEO_NEU_XX,98,N,,,,,,,,,
2238,1028_MTI_SAD_XX,99,S,,,,,,,,,
4728,1058_TSI_SAD_XX,78,S,,,,,,,,,
7246,1089_IWL_ANG_XX,89,A,,,,,,,,,
2017,1025_ITS_ANG_XX,86,A,,,,,,,,,
53,1001_ITH_NEU_XX,97,N,,,,,,,,,
1519,1019_DFA_ANG_XX,30,A,,,,,,,,,
4507,1056_IEO_DIS_HI,97,D,,,,,,,,,
6250,1077_TAI_ANG_XX,82,A,,,,,,,,,
6001,1074_IWW_DIS_XX,86,D,,,,,,,,,
5005,1062_TIE_DIS_XX,93,D,,,,,,,,,
4258,1053_IEO_FEA_HI,92,F,,,,,,,,,
2515,1031_TSI_ANG_XX,96,A,,,,,,,,,
3262,1041_IEO_NEU_XX,99,N,,,,,,,,,
6997,1086_IWL_NEU_XX,85,N,,,,,,,,,
3511,1044_IEO_HAP_HI,92,H,,,,,,,,,
2266,1028_TSI_NEU_XX,94,N,,,,,,,,,
1768,1022_ITS_NEU_XX,76,N,,,,,,,,,
5752,1071_IWW_SAD_XX,97,S,,,,,,,,,
6748,1083_MTI_ANG_XX,87,A,,,,,,,,,
4009,1050_IEO_ANG_HI,99,A,,,,,,,,,
4756,1059_TIE_SAD_XX,95,S,,,,,,,,,
5503,1068_IOM_DIS_XX,93,D,,,,,,,,,
772,1010_IWL_NEU_XX,96,N,,,,,,,,,
274,1004_IWW_NEU_XX,90,N,,,,,,,,,
6499,1080_MTI_NEU_XX,96,N,,,,,,,,,
1021,1013_IWL_ANG_XX,95,A,,,,,,,,,
2764,1034_WSI_NEU_XX,45,N,,,,,,,,,
3760,1047_IEO_SAD_HI,33,S,,,,,,,,,
1270,1016_ITH_NEU_XX,88,N,,,,,,,,,
5254,1065_IOM_SAD_XX,61,S,,,,,,,,,
523,1007_IWW_ANG_XX,92,A,,,,,,,,,
3013,1037_WSI_ANG_XX,98,A,,,,,,,,,
1796,1023_IEO_FEA_LO,96,F,,,,,,,,,
5780,1071_DFA_NEU_XX,44,N,,,,,,,,,
1298,1016_WSI_FEA_XX,21,F,,,,,,,,,
4784,1059_IWL_NEU_XX,16,N,,,,,,,,,
1547,1020_IEO_ANG_LO,22,A,,,,,,,,,
2792,1035_IOM_NEU_XX,97,N,,,,,,,,,
800,1010_TSI_FEA_XX,62,F,,,,,,,,,
3788,1047_TAI_NEU_XX,99,N,,,,,,,,,
6527,1080_ITS_FEA_XX,70,F,,,,,,,,,
551,1007_DFA_HAP_XX,97,H,,,,,,,,,
6776,1083_TSI_HAP_XX,98,H,,,,,,,,,
2045,1026_IEO_DIS_LO,46,D,,,,,,,,,
6029,1074_DFA_ANG_XX,74,A,,,,,,,,,
4286,1053_MTI_NEU_XX,100,N,,,,,,,,,
302,1004_ITH_FEA_XX,97,F,,,,,,,,,
7025,1086_TSI_FEA_XX,52,F,,,,,,,,,
2294,1029_TIE_NEU_XX,98,N,,,,,,,,,
3539,1044_IWW_ANG_XX,84,A,,,,,,,,,
1049,1013_WSI_HAP_XX,98,H,,,,,,,,,
7274,1089_WSI_HAP_XX,96,H,,,,,,,,,
6278,1077_ITS_HAP_XX,100,H,,,,,,,,,
3041,1038_IOM_ANG_XX,98,A,,,,,,,,,
5531,1068_ITH_ANG_XX,52,A,,,,,,,,,
4037,1050_TAI_ANG_XX,98,A,,,,,,,,,
5282,1065_ITH_NEU_XX,50,N,,,,,,,,,
3290,1041_IWW_NEU_XX,23,N,,,,,,,,,
5033,1062_IWL_ANG_XX,29,A,,,,,,,,,
81,1001_WSI_FEA_XX,41,F,,,,,,,,,
2543,1032_TIE_ANG_XX,67,A,,,,,,,,,
4535,1056_MTI_ANG_XX,96,A,,,,,,,,,
1346,1017_IWL_NEU_XX,86,N,,,,,,,,,
3310,1041_IWL_SAD_XX,95,S,,,,,,,,,
2812,1035_MTI_SAD_XX,81,S,,,,,,,,,
3808,1047_ITH_SAD_XX,92,S,,,,,,,,,
6796,1084_IEO_ANG_HI,97,A,,,,,,,,,
7045,1087_IEO_FEA_HI,100,F,,,,,,,,,
1595,1020_ITH_ANG_XX,97,A,,,,,,,,,
6298,1078_IEO_HAP_HI,98,H,,,,,,,,,
4804,1059_ITS_SAD_XX,53,S,,,,,,,,,
3559,1044_IWL_DIS_XX,100,D,,,,,,,,,
2563,1032_TAI_DIS_XX,58,D,,,,,,,,,
3061,1038_MTI_DIS_XX,23,D,,,,,,,,,
4306,1053_DFA_SAD_XX,28,S,,,,,,,,,
5302,1065_TSI_SAD_XX,14,S,,,,,,,,,
599,1008_IOM_ANG_XX,84,A,,,,,,,,,
101,1002_TIE_ANG_XX,82,A,,,,,,,,,
1097,1014_MTI_ANG_XX,49,A,,,,,,,,,
5053,1062_ITS_DIS_XX,61,D,,,,,,,,,
2065,1026_IWW_DIS_XX,95,D,,,,,,,,,
6049,1074_WSI_DIS_XX,92,D,,,,,,,,,
4057,1050_ITH_DIS_XX,97,D,,,,,,,,,
6547,1081_IEO_SAD_HI,87,S,,,,,,,,,
350,1005_IOM_NEU_XX,100,N,,,,,,,,,
848,1011_MTI_NEU_XX,14,N,,,,,,,,,
1844,1023_DFA_NEU_XX,54,N,,,,,,,,,
4555,1056_DFA_DIS_XX,28,D,,,,,,,,,
2314,1029_TAI_SAD_XX,83,S,,,,,,,,,
5800,1071_WSI_SAD_XX,93,S,,,,,,,,,
7294,1090_IEO_DIS_HI,100,D,,,,,,,,,
5551,1068_TSI_DIS_XX,80,D,,,,,,,,,
1374,1017_TSI_FEA_XX,92,F,,,,,,,,,
1872,1024_IEO_SAD_LO,83,S,,,,,,,,,
4832,1060_IEO_FEA_HI,65,F,,,,,,,,,
5828,1072_IOM_SAD_XX,83,S,,,,,,,,,
4583,1057_IEO_ANG_HI,63,A,,,,,,,,,
5330,1066_TIE_SAD_XX,65,S,,,,,,,,,
5081,1063_IEO_DIS_HI,100,D,,,,,,,,,
7073,1087_MTI_NEU_XX,92,N,,,,,,,,,
2591,1032_ITS_ANG_XX,91,A,,,,,,,,,
876,1011_ITS_FEA_XX,94,F,,,,,,,,,
2093,1026_DFA_ANG_XX,100,A,,,,,,,,,
4334,1054_IEO_SAD_HI,100,S,,,,,,,,,
3089,1038_TSI_ANG_XX,57,A,,,,,,,,,
1623,1021_IEO_HAP_LO,99,H,,,,,,,,,
3836,1048_IEO_NEU_XX,95,N,,,,,,,,,
6824,1084_TAI_ANG_XX,90,A,,,,,,,,,
2840,1035_TSI_NEU_XX,84,N,,,,,,,,,
378,1005_IWL_FEA_XX,98,F,,,,,,,,,
4085,1051_IEO_HAP_HI,94,H,,,,,,,,,
3338,1041_WSI_NEU_XX,84,N,,,,,,,,,
6077,1075_IOM_DIS_XX,100,D,,,,,,,,,
627,1008_ITH_HAP_XX,100,H,,,,,,,,,
5579,1069_TIE_DIS_XX,98,D,,,,,,,,,
129,1002_IWL_HAP_XX,91,H,,,,,,,,,
3587,1044_WSI_ANG_XX,100,A,,,,,,,,,
1125,1014_TSI_HAP_XX,100,H,,,,,,,,,
6575,1081_TAI_NEU_XX,98,N,,,,,,,,,
2342,1029_ITS_NEU_XX,93,N,,,,,,,,,
7322,1090_MTI_ANG_XX,49,A,,,,,,,,,
6326,1078_IWW_ANG_XX,94,A,,,,,,,,,
3117,1039_TIE_ANG_XX,100,A,,,,,,,,,
4611,1057_TAI_ANG_XX,98,A,,,,,,,,,
2370,1030_IEO_FEA_LO,84,F,,,,,,,,,
7350,1090_TSI_HAP_XX,60,H,,,,,,,,,
4362,1054_TAI_NEU_XX,91,N,,,,,,,,,
5856,1072_ITH_NEU_XX,76,N,,,,,,,,,
6354,1078_DFA_HAP_XX,100,H,,,,,,,,,
655,1009_IEO_SAD_MD,99,S,,,,,,,,,
3864,1048_IWW_NEU_XX,43,N,,,,,,,,,
406,1005_WSI_SAD_XX,89,S,,,,,,,,,
6603,1081_DFA_FEA_XX,76,F,,,,,,,,,
6105,1075_ITH_ANG_XX,66,A,,,,,,,,,
157,1002_TSI_DIS_XX,96,D,,,,,,,,,
5607,1069_IWL_ANG_XX,76,A,,,,,,,,,
1651,1021_IWW_HAP_XX,100,H,,,,,,,,,
5109,1063_MTI_ANG_XX,94,A,,,,,,,,,
2619,1033_IEO_DIS_LO,96,D,,,,,,,,,
4113,1051_IWW_ANG_XX,95,A,,,,,,,,,
1402,1018_TIE_FEA_XX,62,F,,,,,,,,,
1900,1024_IWW_FEA_XX,33,F,,,,,,,,,
2121,1027_IEO_ANG_LO,76,A,,,,,,,,,
3366,1042_IOM_NEU_XX,94,N,,,,,,,,,
904,1012_IEO_DIS_MD,97,D,,,,,,,,,
7101,1087_ITS_FEA_XX,61,F,,,,,,,,,
3615,1045_IOM_ANG_XX,38,A,,,,,,,,,
4860,1060_MTI_NEU_XX,97,N,,,,,,,,,
1153,1015_TIE_HAP_XX,100,H,,,,,,,,,
6852,1084_ITS_HAP_XX,100,H,,,,,,,,,
2868,1036_TIE_NEU_XX,100,N,,,,,,,,,
5358,1066_IWL_NEU_XX,100,N,,,,,,,,,
1841,1023_ITH_ANG_XX,13,A,,,,,,,,,
1592,1020_ITH_NEU_XX,90,N,,,,,,,,,
2339,1029_DFA_ANG_XX,64,A,,,,,,,,,
6323,1078_IWW_NEU_XX,75,N,,,,,,,,,
3086,1038_TSI_NEU_XX,18,N,,,,,,,,,
375,1005_IWL_HAP_XX,60,H,,,,,,,,,
3335,1041_TSI_ANG_XX,51,A,,,,,,,,,
4331,1054_IEO_HAP_HI,50,H,,,,,,,,,
4580,1057_IEO_SAD_HI,24,S,,,,,,,,,
3833,1047_WSI_ANG_XX,67,A,,,,,,,,,
845,1011_TAI_ANG_XX,60,A,,,,,,,,,
6074,1075_IOM_SAD_XX,21,S,,,,,,,,,
6821,1084_TAI_NEU_XX,100,N,,,,,,,,,
4829,1060_IEO_ANG_HI,10,A,,,,,,,,,
7070,1087_TAI_ANG_XX,22,A,,,,,,,,,
6572,1081_IWW_ANG_XX,17,A,,,,,,,,,
3584,1044_WSI_NEU_XX,48,N,,,,,,,,,
4082,1051_IEO_NEU_XX,79,N,,,,,,,,,
5327,1066_IEO_DIS_HI,29,D,,,,,,,,,
1094,1014_MTI_NEU_XX,54,N,,,,,,,,,
2837,1035_ITS_ANG_XX,4,A,,,,,,,,,
5576,1069_TIE_SAD_XX,10,S,,,,,,,,,
7319,1090_MTI_NEU_XX,25,N,,,,,,,,,
126,1002_MTI_FEA_XX,15,F,,,,,,,,,
2588,1032_ITS_NEU_XX,22,N,,,,,,,,,
2090,1026_DFA_NEU_XX,22,N,,,,,,,,,
596,1008_IOM_NEU_XX,19,N,,,,,,,,,
5825,1072_TIE_DIS_XX,11,D,,,,,,,,,
5078,1063_IEO_FEA_HI,23,F,,,,,,,,,
1343,1017_MTI_ANG_XX,41,A,,,,,,,,,
5853,1072_IWL_ANG_XX,43,A,,,,,,,,,
1620,1020_WSI_FEA_XX,60,F,,,,,,,,,
2367,1030_IEO_ANG_LO,11,A,,,,,,,,,
5355,1066_MTI_ANG_XX,19,A,,,,,,,,,
624,1008_IWL_FEA_XX,84,F,,,,,,,,,
1122,1014_ITS_FEA_XX,78,F,,,,,,,,,
3612,1045_IOM_NEU_XX,66,N,,,,,,,,,
6849,1084_DFA_FEA_XX,54,F,,,,,,,,,
2865,1036_IEO_DIS_LO,68,D,,,,,,,,,
403,1005_TSI_DIS_XX,17,D,,,,,,,,,
154,1002_TSI_SAD_XX,22,S,,,,,,,,,
6351,1078_ITH_FEA_XX,14,F,,,,,,,,,
5106,1063_MTI_NEU_XX,42,N,,,,,,,,,
7098,1087_ITS_HAP_XX,51,H,,,,,,,,,
4110,1051_IWW_NEU_XX,22,N,,,,,,,,,
6600,1081_DFA_HAP_XX,86,H,,,,,,,,,
3114,1039_TIE_NEU_XX,58,N,,,,,,,,,
3861,1048_IOM_ANG_XX,15,A,,,,,,,,,
7347,1090_ITS_FEA_XX,26,F,,,,,,,,,
4359,1054_IWW_ANG_XX,48,A,,,,,,,,,
1371,1017_TSI_HAP_XX,58,H,,,,,,,,,
1869,1024_IEO_HAP_LO,59,H,,,,,,,,,
873,1011_ITS_HAP_XX,35,H,,,,,,,,,
2118,1027_IEO_SAD_LO,64,S,,,,,,,,,
4857,1060_TAI_ANG_XX,32,A,,,,,,,,,
2616,1033_IEO_FEA_LO,28,F,,,,,,,,,
4608,1057_TAI_NEU_XX,44,N,,,,,,,,,
6102,1075_ITH_NEU_XX,29,N,,,,,,,,,
5604,1069_IWL_NEU_XX,39,N,,,,,,,,,
3363,1042_TIE_ANG_XX,49,A,,,,,,,,,
6130,1075_WSI_FEA_XX,28,F,,,,,,,,,
2644,1033_TAI_FEA_XX,27,F,,,,,,,,,
5134,1063_ITS_FEA_XX,24,F,,,,,,,,,
652,1009_IEO_HAP_MD,60,H,,,,,,,,,
2893,1036_MTI_HAP_XX,52,H,,,,,,,,,
4138,1051_ITH_FEA_XX,34,F,,,,,,,,,
4885,1060_ITS_HAP_XX,44,H,,,,,,,,,
5383,1066_TSI_HAP_XX,28,H,,,,,,,,,
1399,1018_TIE_HAP_XX,26,H,,,,,,,,,
2395,1030_TAI_HAP_XX,29,H,,,,,,,,,
5881,1072_WSI_HAP_XX,39,H,,,,,,,,,
6379,1079_IEO_HAP_MD,68,H,,,,,,,,,
2146,1027_IWW_FEA_XX,29,F,,,,,,,,,
431,1006_TIE_DIS_XX,65,D,,,,,,,,,
6877,1085_IEO_ANG_MD,12,A,,,,,,,,,
6628,1082_IEO_SAD_MD,72,S,,,,,,,,,
7375,1091_IEO_DIS_MD,94,D,,,,,,,,,
3142,1039_MTI_FEA_XX,28,F,,,,,,,,,
3640,1045_IWL_FEA_XX,19,F,,,,,,,,,
1648,1021_IOM_FEA_XX,13,F,,,,,,,,,
4387,1054_DFA_HAP_XX,29,H,,,,,,,,,
4636,1057_DFA_FEA_XX,19,F,,,,,,,,,
1150,1015_IEO_DIS_MD,11,D,,,,,,,,,
5632,1069_TSI_FEA_XX,29,F,,,,,,,,,
7126,1088_IEO_FEA_MD,17,F,,,,,,,,,
3391,1042_IWL_HAP_XX,23,H,,,,,,,,,
3889,1048_ITH_HAP_XX,11,H,,,,,,,,,
182,1003_TIE_SAD_XX,18,S,,,,,,,,,
1897,1024_IWW_HAP_XX,39,H,,,,,,,,,
901,1012_IEO_FEA_MD,51,F,,,,,,,,,
5102,1063_TAI_SAD_XX,60,S,,,,,,,,,
3359,1042_IEO_DIS_HI,58,D,,,,,,,,,
3608,1045_TIE_SAD_XX,65,S,,,,,,,,,
6347,1078_ITH_NEU_XX,74,N,,,,,,,,,
7343,1090_ITS_NEU_XX,67,N,,,,,,,,,
4604,1057_IWW_SAD_XX,50,S,,,,,,,,,
3110,1039_IEO_FEA_HI,70,F,,,,,,,,,
1865,1023_WSI_ANG_XX,58,A,,,,,,,,,
2612,1033_IEO_SAD_HI,70,S,,,,,,,,,
5849,1072_MTI_DIS_XX,52,D,,,,,,,,,
869,1011_DFA_ANG_XX,80,A,,,,,,,,,
1118,1014_ITS_NEU_XX,53,N,,,,,,,,,
620,1008_IWL_NEU_XX,75,N,,,,,,,,,
150,1002_ITS_FEA_XX,85,F,,,,,,,,,
4355,1054_IOM_DIS_XX,46,D,,,,,,,,,
3857,1048_TIE_DIS_XX,44,D,,,,,,,,,
2861,1036_IEO_ANG_HI,87,A,,,,,,,,,
4106,1051_IOM_SAD_XX,52,S,,,,,,,,,
1367,1017_ITS_ANG_XX,47,A,,,,,,,,,
1616,1020_WSI_NEU_XX,64,N,,,,,,,,,
5351,1066_TAI_DIS_XX,75,D,,,,,,,,,
5600,1069_MTI_SAD_XX,61,S,,,,,,,,,
4853,1060_IWW_DIS_XX,69,D,,,,,,,,,
2363,1030_IEO_HAP_HI,76,H,,,,,,,,,
6098,1075_IWL_SAD_XX,70,S,,,,,,,,,
6845,1084_DFA_NEU_XX,51,N,,,,,,,,,
2114,1027_IEO_NEU_XX,65,N,,,,,,,,,
399,1005_TSI_HAP_XX,56,H,,,,,,,,,
7094,1087_DFA_ANG_XX,72,A,,,,,,,,,
6596,1081_ITH_ANG_XX,56,A,,,,,,,,,
3138,1039_MTI_NEU_XX,62,N,,,,,,,,,
4383,1054_ITH_ANG_XX,75,A,,,,,,,,,
6375,1078_WSI_FEA_XX,80,F,,,,,,,,,
2640,1033_TAI_NEU_XX,73,N,,,,,,,,,
1146,1015_IEO_FEA_LO,54,F,,,,,,,,,
6126,1075_WSI_NEU_XX,73,N,,,,,,,,,
2889,1036_TAI_ANG_XX,90,A,,,,,,,,,
897,1012_IEO_ANG_LO,41,A,,,,,,,,,
4632,1057_DFA_NEU_XX,71,N,,,,,,,,,
4134,1051_ITH_NEU_XX,80,N,,,,,,,,,
3387,1042_MTI_ANG_XX,77,A,,,,,,,,,
2391,1030_IWW_ANG_XX,78,A,,,,,,,,,
2142,1027_IWW_NEU_XX,71,N,,,,,,,,,
6873,1085_IEO_SAD_LO,77,S,,,,,,,,,
4881,1060_DFA_ANG_XX,56,A,,,,,,,,,
178,1003_IEO_DIS_MD,84,D,,,,,,,,,
7122,1088_IEO_ANG_LO,83,A,,,,,,,,,
1395,1018_IEO_DIS_LO,77,D,,,,,,,,,
6624,1082_IEO_HAP_LO,84,H,,,,,,,,,
648,1008_TSI_FEA_XX,91,F,,,,,,,,,
